,epoch,num_frames_all,strehl_mean_all,strehl_mean_combo,strehl_std_all,strehl_med_all,strehl_mad_all,fwhm_mean_all,fwhm_std_all,fwhm_med_all,fwhm_mad_all,num_frames_combo,strehl_std_combo,strehl_med_combo,strehl_mad_combo,fwhm_mean_combo,fwhm_std_combo,fwhm_med_combo,fwhm_mad_combo,weighted_DIMM,weighted_MASS,legacy_num_detections,single_num_detections,legacy_num_central_detections,single_num_central_detections,legacy_num_bright_detections,single_num_bright_detections,legacy_stf_x_err_pix_median,single_stf_x_err_pix_median,legacy_stf_x_err_pix_median_abs_dev,single_stf_x_err_pix_median_abs_dev,legacy_stf_y_err_pix_median,single_stf_y_err_pix_median,legacy_stf_y_err_pix_median_abs_dev,single_stf_y_err_pix_median_abs_dev,legacy_align_x_err_mas_median,single_align_x_err_mas_median,legacy_align_x_err_mas_median_abs_dev,single_align_x_err_mas_median_abs_dev,legacy_align_y_err_mas_median,single_align_y_err_mas_median,legacy_align_y_err_mas_median_abs_dev,single_align_y_err_mas_median_abs_dev,legacy_stf_mag_err_median,single_stf_mag_err_median,legacy_stf_mag_err_median_abs_dev,single_stf_mag_err_median_abs_dev,legacy_stf_bright_x_err_pix_median,single_stf_bright_x_err_pix_median,legacy_stf_bright_x_err_pix_median_abs_dev,single_stf_bright_x_err_pix_median_abs_dev,legacy_stf_bright_y_err_pix_median,single_stf_bright_y_err_pix_median,legacy_stf_bright_y_err_pix_median_abs_dev,single_stf_bright_y_err_pix_median_abs_dev,legacy_align_bright_x_err_mas_median,single_align_bright_x_err_mas_median,legacy_align_bright_x_err_mas_median_abs_dev,single_align_bright_x_err_mas_median_abs_dev,legacy_align_bright_y_err_mas_median,single_align_bright_y_err_mas_median,legacy_align_bright_y_err_mas_median_abs_dev,single_align_bright_y_err_mas_median_abs_dev,legacy_align_central_x_err_mas_median,single_align_central_x_err_mas_median,legacy_align_central_y_err_mas_median,single_align_central_y_err_mas_median,legacy_align_central_x_err_mas_median_abs_dev,single_align_central_x_err_mas_median_abs_dev,legacy_align_central_y_err_mas_median_abs_dev,single_align_central_y_err_mas_median_abs_dev,legacy_stf_bright_mag_err_median,single_stf_bright_mag_err_median,legacy_stf_bright_mag_err_median_abs_dev,single_stf_bright_mag_err_median_abs_dev
102,20210514nirc2,160.0,0.29337,0.31828,0.05674,0.305,0.0355,66.83144,7.69664,64.24,3.8,122.0,0.03308,0.32,0.02,63.21311,3.44875,63.025,2.5,0.6281342768832617,0.3246869989067599,1013.0,1162.0,2.0,11.0,249.0,249.0,0.032,0.062,0.025,0.05,0.034,0.069,0.024,0.054,0.32,0.625,0.25,0.495,0.34,0.685,0.24,0.535,0.059,0.044,0.0,0.0,0.007,0.011,0.005,0.005,0.012,0.013,0.004,0.008,0.07,0.11,0.05,0.05,0.12,0.13,0.04,0.08,0.02,0.09,0.1,0.08,0.0,0.02,0.01,0.04,0.059,0.044,0.0,0.0
103,20210713_0714nirc2,163.0,0.09625,0.28846,0.31478,0.18,0.042,91.4416,50.02071,89.62,9.68,13.0,0.04312,0.26,0.02,68.42769,5.19221,71.89,1.45,0.9231489951931814,0.5149178896963774,965.0,1007.0,7.0,10.0,234.0,230.0,0.052,0.041,0.034,0.027,0.066,0.053,0.042,0.033,0.52,0.41,0.34,0.27,0.66,0.53,0.42,0.33,0.053,0.049,0.0,0.0,0.021,0.017,0.011,0.008,0.028,0.026,0.011,0.011,0.21,0.17,0.11,0.08,0.275,0.255,0.115,0.105,0.11,0.145,0.2,0.23,0.03,0.085,0.02,0.055,0.053,0.049,0.0,0.0
104,20210713nirc2,63.0,0.20438,0.298,0.05625,0.202,0.037,84.76714,11.24494,84.17,7.87,10.0,0.0449,0.3,0.04,67.183,5.31294,67.73,4.62,0.7611699795775725,0.3393961065454962,926.0,1001.0,6.0,8.0,221.0,224.0,0.044,0.038,0.031,0.026,0.056,0.05,0.035,0.035,0.44,0.38,0.31,0.26,0.56,0.5,0.35,0.35,0.056,0.05,0.0,0.0,0.013,0.013,0.007,0.006,0.022,0.015,0.007,0.006,0.13,0.13,0.07,0.06,0.22,0.15,0.07,0.06,0.115,0.085,0.23,0.135,0.015,0.045,0.02,0.035,0.056,0.05,0.0,0.0
105,20210714nirc2,100.0,0.02812,0.22065,0.38407,0.166,0.044,95.6465,62.87262,91.035,10.91,31.0,0.02199,0.22,0.02,82.41742,5.02407,82.95,3.47,1.3624035077771923,0.937290911488771,778.0,801.0,7.0,6.0,239.0,233.0,0.046,0.036,0.032,0.023,0.054,0.042,0.035,0.027,0.46,0.36,0.32,0.23,0.54,0.42,0.35,0.27,0.052,0.047,0.0,0.0,0.015,0.014,0.007,0.006,0.022,0.018,0.01,0.008,0.15,0.14,0.07,0.06,0.22,0.18,0.1,0.08,0.12,0.105,0.17,0.17,0.02,0.025,0.07,0.065,0.052,0.047,0.0,0.0
106,20210812_0813nirc2,148.0,0.37901,0.39942,0.0592,0.385,0.0365,61.16385,5.87077,60.29,3.335,120.0,0.04138,0.4,0.03,58.9725,3.31196,58.585,2.455,0.8917181415628963,0.1933396216219817,1256.0,1236.0,14.0,9.0,250.0,251.0,0.037,0.082,0.029,0.065,0.041,0.087,0.032,0.068,0.37,0.82,0.29,0.65,0.41,0.87,0.32,0.68,0.046,0.05,0.0,0.0,0.008,0.012,0.003,0.008,0.009,0.016,0.004,0.007,0.08,0.12,0.03,0.08,0.085,0.16,0.035,0.07,0.1,0.06,0.065,0.15,0.06,0.04,0.025,0.03,0.046,0.05,0.0,0.0
107,20210812_0814nirc2,171.0,0.36075,0.39764,0.0744,0.375,0.048,63.0824,7.92799,60.87,4.04,123.0,0.0425,0.4,0.03,59.08569,3.35548,58.72,2.58,0.9103848353012712,0.1922607998808275,1261.0,1315.0,12.0,10.0,252.0,256.0,0.038,0.079,0.031,0.062,0.042,0.091,0.033,0.068,0.38,0.79,0.31,0.62,0.42,0.91,0.33,0.68,0.046,0.052,0.0,0.0,0.007,0.013,0.003,0.005,0.009,0.02,0.005,0.006,0.07,0.13,0.03,0.05,0.085,0.2,0.045,0.06,0.085,0.12,0.09,0.165,0.04,0.035,0.04,0.035,0.046,0.052,0.0,0.0
108,20210812nirc2,12.0,0.45308,0.45333,0.02901,0.4595,0.0185,53.65417,0.86088,53.275,0.335,12.0,0.02981,0.46,0.02,53.65417,0.86088,53.275,0.335,0.857065544227955,0.2597168315842287,1188.0,1434.0,4.0,23.0,242.0,244.0,0.029,0.038,0.022,0.029,0.038,0.045,0.027,0.034,0.29,0.38,0.22,0.29,0.38,0.45,0.27,0.34,0.028,0.037,0.0,0.0,0.006,0.008,0.003,0.003,0.013,0.012,0.005,0.005,0.06,0.08,0.03,0.03,0.13,0.12,0.05,0.05,0.04,0.06,0.1,0.11,0.005,0.03,0.035,0.03,0.028,0.037,0.0,0.0
109,20210813nirc2,136.0,0.37248,0.38983,0.05668,0.381,0.0335,61.82647,5.6592,60.585,3.34,115.0,0.03976,0.39,0.03,59.99478,3.31511,59.67,2.54,0.8944165686236465,0.184872163100584,1256.0,1253.0,16.0,10.0,254.0,251.0,0.034,0.083,0.027,0.065,0.036,0.092,0.028,0.072,0.34,0.83,0.27,0.65,0.355,0.92,0.275,0.72,0.05,0.048,0.0,0.0,0.007,0.012,0.004,0.006,0.009,0.016,0.003,0.006,0.07,0.12,0.04,0.06,0.09,0.16,0.03,0.06,0.045,0.09,0.075,0.125,0.025,0.035,0.015,0.04,0.05,0.048,0.0,0.0
110,20210814nirc2,23.0,0.24326,0.27467,0.05153,0.245,0.04,75.42783,8.33205,73.55,5.11,15.0,0.03594,0.28,0.02,70.27067,4.21862,71.49,3.04,1.7931726642022114,0.1516262857494753,910.0,960.0,6.0,11.0,233.0,229.0,0.042,0.04,0.029,0.029,0.054,0.056,0.035,0.039,0.42,0.4,0.29,0.29,0.54,0.56,0.35,0.39,0.053,0.05,0.0,0.0,0.013,0.011,0.005,0.006,0.018,0.017,0.01,0.009,0.13,0.11,0.05,0.06,0.18,0.17,0.1,0.09,0.1,0.07,0.085,0.12,0.005,0.03,0.06,0.03,0.053,0.05,0.0,0.0
111,20210815nirc2,36.0,0.45967,0.46,0.03814,0.4665,0.026,50.15028,1.14406,50.185,0.995,36.0,0.0383,0.47,0.02,50.15028,1.14406,50.185,0.995,1.1229577497724836,0.1566997852165081,1756.0,1835.0,9.0,11.0,253.0,250.0,0.042,0.035,0.034,0.029,0.051,0.046,0.042,0.039,0.415,0.35,0.345,0.29,0.51,0.46,0.42,0.39,0.054,0.054,0.0,0.0,0.006,0.005,0.003,0.002,0.008,0.006,0.003,0.002,0.06,0.05,0.03,0.02,0.08,0.06,0.03,0.02,0.04,0.04,0.07,0.05,0.01,0.02,0.03,0.01,0.054,0.054,0.0,0.0
112,20210821nirc2,48.0,0.39421,0.40911,0.07568,0.42,0.037,54.37042,10.14751,51.9,1.54,45.0,0.04966,0.43,0.03,52.29911,2.50248,51.85,1.33,1.0174854566371914,0.3195607038202167,1362.0,1537.0,11.0,19.0,248.0,250.0,0.034,0.033,0.025,0.025,0.043,0.039,0.031,0.03,0.34,0.33,0.25,0.25,0.43,0.39,0.31,0.3,0.072,0.076,0.0,0.0,0.008,0.008,0.004,0.004,0.012,0.009,0.005,0.005,0.08,0.08,0.04,0.04,0.12,0.09,0.05,0.05,0.06,0.06,0.09,0.07,0.02,0.03,0.03,0.02,0.072,0.076,0.0,0.0
113,20220514_0515nirc2,252.0,0.31003,0.39455,0.10799,0.328,0.0785,70.3475,17.0867,64.575,7.67,121.0,0.05608,0.4,0.03,57.99711,2.97726,57.83,2.2,0.6566092319844707,0.3081684638622218,1358.0,1430.0,12.0,11.0,263.0,267.0,0.037,0.073,0.03,0.057,0.041,0.081,0.032,0.063,0.375,0.735,0.305,0.575,0.41,0.81,0.32,0.63,0.046,0.051,0.0,0.0,0.007,0.013,0.002,0.007,0.01,0.013,0.003,0.008,0.07,0.13,0.02,0.07,0.1,0.13,0.03,0.08,0.08,0.12,0.085,0.09,0.03,0.03,0.03,0.05,0.046,0.051,0.0,0.0
114,20220514nirc2,195.0,0.34005,0.39627,0.10011,0.36,0.051,65.7001,14.00467,60.92,5.02,118.0,0.05569,0.4,0.03,57.86814,2.90142,57.78,2.15,0.6539584284541987,0.3116624760371109,1359.0,1462.0,15.0,12.0,263.0,262.0,0.038,0.073,0.031,0.056,0.04,0.083,0.032,0.064,0.38,0.73,0.31,0.56,0.4,0.83,0.32,0.64,0.046,0.055,0.0,0.0,0.007,0.013,0.003,0.007,0.009,0.018,0.004,0.006,0.07,0.125,0.03,0.065,0.09,0.175,0.04,0.065,0.06,0.1,0.07,0.165,0.02,0.065,0.02,0.035,0.046,0.055,0.0,0.0
115,20220515nirc2,57.0,0.20732,0.2655,0.06033,0.198,0.037,86.24649,17.12043,83.42,9.75,20.0,0.04489,0.27,0.04,69.9285,5.08312,69.13,5.005,0.6923144355214186,0.1850238640661701,903.0,922.0,9.0,10.0,229.0,230.0,0.046,0.056,0.031,0.037,0.057,0.065,0.035,0.041,0.46,0.56,0.31,0.37,0.57,0.65,0.35,0.41,0.049,0.037,0.0,0.0,0.017,0.019,0.008,0.009,0.023,0.025,0.012,0.012,0.17,0.19,0.08,0.09,0.23,0.25,0.12,0.12,0.09,0.135,0.11,0.255,0.04,0.05,0.08,0.125,0.049,0.037,0.0,0.0
116,20220521nirc2,51.0,0.41843,0.42792,0.057,0.44,0.025,56.54863,4.46232,55.64,2.72,48.0,0.04383,0.44,0.03,55.8125,3.29171,55.1,2.255,-1.0,-1.0,1364.0,1867.0,5.0,28.0,251.0,255.0,0.03,0.06,0.024,0.049,0.038,0.067,0.029,0.057,0.3,0.6,0.24,0.49,0.38,0.67,0.29,0.57,0.039,0.042,0.0,0.0,0.007,0.009,0.004,0.003,0.009,0.007,0.003,0.003,0.07,0.09,0.04,0.03,0.09,0.07,0.03,0.03,0.06,0.095,0.11,0.065,0.03,0.025,0.04,0.03,0.039,0.042,0.0,0.0
117,20220525nirc2,66.0,0.37905,0.38982,0.04561,0.383,0.0295,60.58227,4.68129,59.9,2.785,57.0,0.03576,0.39,0.03,59.21281,3.1553,59.63,2.17,0.5327985256650241,0.1299508599182985,1103.0,1193.0,9.0,13.0,248.0,252.0,0.035,0.056,0.026,0.043,0.038,0.062,0.028,0.047,0.35,0.56,0.26,0.43,0.38,0.62,0.28,0.47,0.063,0.051,0.0,0.0,0.009,0.011,0.004,0.007,0.01,0.014,0.005,0.007,0.095,0.11,0.045,0.07,0.1,0.145,0.05,0.07,0.09,0.09,0.08,0.09,0.07,0.04,0.04,0.04,0.063,0.051,0.0,0.0
118,20220716nirc2,77.0,0.1601,0.22273,0.05603,0.162,0.034,103.18455,36.88827,91.28,12.94,22.0,0.02879,0.23,0.015,76.48364,3.27908,77.18,2.17,0.8629433367161132,0.2119866766960243,826.0,915.0,5.0,14.0,238.0,237.0,0.047,0.034,0.03,0.023,0.049,0.037,0.034,0.026,0.47,0.34,0.3,0.23,0.49,0.37,0.34,0.26,0.061,0.051,0.0,0.0,0.019,0.013,0.008,0.006,0.018,0.014,0.01,0.007,0.19,0.13,0.08,0.06,0.18,0.14,0.1,0.07,0.11,0.11,0.15,0.135,0.01,0.07,0.07,0.045,0.061,0.051,0.0,0.0
119,20220719_0722nirc2,371.0,0.36059,0.37233,0.04898,0.367,0.033,61.26992,4.46475,60.58,2.71,317.0,0.04148,0.38,0.03,59.88338,2.91049,59.99,2.08,-1.0,-1.0,1355.0,1491.0,13.0,16.0,255.0,263.0,0.033,0.062,0.027,0.05,0.04,0.07,0.033,0.058,0.33,0.62,0.27,0.5,0.4,0.7,0.33,0.58,0.055,0.053,0.0,0.0,0.006,0.01,0.002,0.004,0.006,0.008,0.004,0.004,0.06,0.1,0.02,0.04,0.06,0.08,0.04,0.04,0.06,0.105,0.04,0.11,0.02,0.06,0.01,0.075,0.055,0.053,0.0,0.0
120,20220719nirc2,143.0,0.32689,0.33707,0.04397,0.329,0.035,64.0879,4.42555,63.48,2.77,123.0,0.03886,0.34,0.03,62.77041,2.92213,62.82,2.05,-1.0,-1.0,1286.0,1474.0,10.0,19.0,250.0,257.0,0.049,0.071,0.04,0.057,0.05,0.071,0.041,0.057,0.49,0.71,0.4,0.57,0.495,0.715,0.405,0.575,0.06,0.052,0.0,0.0,0.008,0.011,0.004,0.003,0.008,0.011,0.004,0.006,0.08,0.11,0.04,0.03,0.08,0.11,0.04,0.06,0.05,0.11,0.055,0.11,0.01,0.04,0.015,0.06,0.06,0.052,0.0,0.0
121,20220722nirc2,228.0,0.38173,0.38664,0.03914,0.3845,0.0245,59.5025,3.47105,58.935,2.01,214.0,0.03519,0.39,0.02,58.92491,2.68783,58.65,1.815,0.6054248285101236,0.2089786374023986,1337.0,1591.0,6.0,18.0,254.0,264.0,0.037,0.075,0.03,0.059,0.04,0.086,0.032,0.071,0.37,0.75,0.3,0.59,0.4,0.86,0.32,0.71,0.054,0.053,0.0,0.0,0.007,0.014,0.003,0.004,0.008,0.011,0.003,0.005,0.07,0.14,0.03,0.04,0.08,0.11,0.03,0.05,0.075,0.135,0.105,0.14,0.035,0.06,0.02,0.075,0.054,0.053,0.0,0.0
122,20220814_0816nirc2,238.0,0.38747,0.45676,0.10066,0.417,0.076,61.43895,10.07972,57.81,5.295,148.0,0.04544,0.47,0.03,55.04804,2.98152,54.66,1.995,0.8423982345851841,0.2311332359649585,1460.0,1919.0,10.0,25.0,257.0,261.0,0.032,0.086,0.026,0.068,0.033,0.087,0.024,0.073,0.32,0.86,0.26,0.68,0.325,0.87,0.235,0.73,0.045,0.055,0.0,0.0,0.005,0.014,0.002,0.003,0.009,0.009,0.002,0.004,0.05,0.14,0.02,0.03,0.09,0.09,0.02,0.04,0.04,0.14,0.09,0.1,0.01,0.03,0.02,0.06,0.045,0.055,0.0,0.0
123,20220814nirc2,72.0,0.29408,0.32694,0.06342,0.291,0.046,69.31486,7.93753,68.055,4.68,49.0,0.04464,0.31,0.03,64.81776,3.89317,65.28,3.16,1.497212012215795,0.6887004894796307,1019.0,1243.0,10.0,18.0,240.0,246.0,0.04,0.053,0.03,0.041,0.04,0.051,0.03,0.037,0.4,0.53,0.3,0.41,0.4,0.51,0.3,0.37,0.048,0.039,0.0,0.0,0.01,0.01,0.004,0.004,0.012,0.014,0.004,0.004,0.1,0.1,0.04,0.04,0.12,0.14,0.04,0.04,0.08,0.105,0.085,0.135,0.015,0.035,0.015,0.045,0.048,0.039,0.0,0.0
124,20220815nirc2,124.0,0.47015,0.47098,0.03558,0.4765,0.0235,54.21371,2.43957,54.025,1.495,123.0,0.03446,0.48,0.02,54.13089,2.26924,53.96,1.44,0.7634683527811733,0.1583870506108187,1512.0,2025.0,9.0,26.0,256.0,260.0,0.033,0.081,0.023,0.066,0.034,0.089,0.026,0.075,0.33,0.81,0.23,0.66,0.34,0.89,0.26,0.75,0.044,0.056,0.0,0.0,0.01,0.009,0.002,0.005,0.008,0.009,0.002,0.004,0.1,0.09,0.02,0.05,0.08,0.09,0.02,0.04,0.08,0.095,0.07,0.09,0.02,0.055,0.01,0.03,0.044,0.056,0.0,0.0
125,20220816nirc2,42.0,0.30348,0.33964,0.06782,0.306,0.0525,69.26905,11.33071,68.12,4.945,28.0,0.04395,0.33,0.03,64.06679,4.21333,65.195,3.73,0.9845476596162708,0.6685762653714155,1296.0,1221.0,9.0,4.0,242.0,243.0,0.041,0.052,0.031,0.041,0.046,0.055,0.036,0.041,0.41,0.52,0.31,0.41,0.46,0.55,0.36,0.41,0.048,0.046,0.0,0.0,0.01,0.009,0.004,0.005,0.008,0.012,0.005,0.005,0.105,0.09,0.045,0.05,0.08,0.12,0.05,0.05,0.08,0.11,0.06,0.34,0.02,0.065,0.01,0.12,0.048,0.046,0.0,0.0
126,20220819_0820nirc2,112.0,0.35079,0.39533,0.0806,0.352,0.0615,64.14839,8.89614,62.365,6.22,75.0,0.05084,0.4,0.04,58.85493,3.97939,58.39,3.42,0.8318195617259497,0.3315455383620931,1226.0,1313.0,15.0,10.0,248.0,249.0,0.032,0.074,0.025,0.058,0.036,0.083,0.027,0.061,0.32,0.74,0.25,0.58,0.36,0.83,0.27,0.61,0.049,0.047,0.0,0.0,0.008,0.012,0.004,0.006,0.01,0.021,0.006,0.008,0.08,0.12,0.04,0.06,0.1,0.21,0.06,0.08,0.06,0.2,0.06,0.225,0.03,0.1,0.03,0.115,0.049,0.047,0.0,0.0
127,20220819nirc2,56.0,0.402,0.41549,0.06233,0.4115,0.0355,58.65464,5.88085,56.72,2.73,51.0,0.04295,0.43,0.03,57.19922,3.27065,56.61,2.37,0.745197074762966,0.3104424543870082,1274.0,1321.0,15.0,9.0,248.0,247.0,0.035,0.071,0.027,0.056,0.038,0.079,0.028,0.062,0.35,0.71,0.27,0.56,0.38,0.79,0.28,0.62,0.05,0.056,0.0,0.0,0.009,0.01,0.004,0.005,0.012,0.012,0.005,0.007,0.09,0.1,0.04,0.05,0.12,0.12,0.05,0.07,0.1,0.08,0.1,0.11,0.03,0.04,0.05,0.05,0.05,0.056,0.0,0.0
128,20220820nirc2,56.0,0.29957,0.34062,0.06216,0.3075,0.0375,69.64214,7.95836,68.255,5.67,32.0,0.0413,0.34,0.02,63.8575,3.63488,64.225,2.6,1.067553827679658,0.4026498229915961,1018.0,1273.0,5.0,17.0,245.0,242.0,0.033,0.048,0.025,0.036,0.034,0.049,0.025,0.039,0.33,0.48,0.25,0.36,0.34,0.49,0.25,0.39,0.044,0.033,0.0,0.0,0.009,0.012,0.005,0.005,0.01,0.01,0.005,0.005,0.09,0.12,0.05,0.05,0.1,0.1,0.05,0.05,0.06,0.1,0.07,0.13,0.01,0.03,0.0,0.06,0.044,0.033,0.0,0.0
129,20230512_0513nirc2,395.0,0.26154,0.32686,0.07665,0.269,0.062,76.52278,14.16477,72.51,7.78,194.0,0.03574,0.33,0.03,65.88067,3.76683,65.36,3.13,0.6560651886266943,0.38916327018043,1442.0,1329.0,9.0,8.0,251.0,253.0,0.04,0.056,0.031,0.044,0.043,0.059,0.036,0.049,0.395,0.56,0.31,0.44,0.43,0.59,0.36,0.49,0.038,0.033,0.0,0.0,0.008,0.012,0.003,0.004,0.007,0.008,0.002,0.005,0.08,0.12,0.03,0.04,0.07,0.08,0.02,0.05,0.08,0.08,0.07,0.035,0.02,0.015,0.02,0.005,0.038,0.033,0.0,0.0
130,20230512nirc2,186.0,0.1986,0.24593,0.05307,0.196,0.037,87.00737,13.68586,84.42,8.71,81.0,0.03391,0.24,0.02,75.13074,3.99188,75.65,2.96,0.8208336519113368,0.7349978819878145,1017.0,1127.0,10.0,12.0,245.0,241.0,0.048,0.032,0.034,0.021,0.049,0.032,0.036,0.023,0.48,0.32,0.34,0.21,0.49,0.32,0.36,0.23,0.057,0.043,0.0,0.0,0.016,0.013,0.006,0.004,0.012,0.009,0.006,0.005,0.16,0.13,0.06,0.04,0.12,0.09,0.06,0.05,0.17,0.135,0.13,0.105,0.095,0.025,0.055,0.07,0.057,0.043,0.0,0.0
131,20230513nirc2,209.0,0.31756,0.33092,0.04396,0.322,0.034,67.19201,5.25532,66.07,3.64,174.0,0.03494,0.33,0.03,65.46937,3.69586,65.09,2.835,0.6407413088506999,0.3565829193460345,1465.0,1374.0,18.0,8.0,248.0,251.0,0.041,0.057,0.035,0.043,0.045,0.056,0.035,0.046,0.41,0.565,0.35,0.425,0.45,0.56,0.35,0.46,0.037,0.033,0.0,0.0,0.004,0.013,0.002,0.003,0.01,0.009,0.002,0.004,0.04,0.13,0.02,0.03,0.1,0.09,0.02,0.04,0.03,0.13,0.085,0.07,0.015,0.02,0.02,0.03,0.037,0.033,0.0,0.0
132,20230708_0709nirc2,226.0,0.18857,0.31036,0.06173,0.176,0.033,89.05558,14.76758,88.21,8.935,28.0,0.03088,0.3,0.02,66.1475,3.68034,65.88,2.96,0.5381955571923734,0.3087433150064404,928.0,1141.0,7.0,19.0,244.0,248.0,0.105,0.041,0.076,0.03,0.1,0.044,0.075,0.033,1.055,0.41,0.765,0.3,1.0,0.44,0.75,0.33,0.045,0.031,0.0,0.0,0.032,0.013,0.016,0.006,0.023,0.012,0.013,0.006,0.32,0.125,0.16,0.055,0.23,0.12,0.13,0.06,0.17,0.13,0.09,0.09,0.04,0.03,0.04,0.02,0.045,0.031,0.0,0.0
133,20230708nirc2,188.0,0.19202,0.31296,0.06222,0.176,0.0295,87.78351,13.50107,88.18,8.02,27.0,0.02826,0.3,0.02,65.98222,3.6444,65.61,2.29,0.5331284239803132,0.3118143596895458,863.0,1067.0,6.0,16.0,240.0,238.0,0.141,0.061,0.101,0.044,0.131,0.064,0.09,0.047,1.41,0.61,1.01,0.44,1.31,0.64,0.9,0.47,0.068,0.032,0.0,0.0,0.04,0.015,0.026,0.007,0.046,0.017,0.024,0.008,0.395,0.15,0.255,0.07,0.465,0.17,0.235,0.08,0.205,0.105,0.555,0.165,0.06,0.035,0.13,0.08,0.068,0.032,0.0,0.0
134,20230709nirc2,38.0,0.1715,0.21889,0.05616,0.165,0.043,95.34895,18.64397,88.995,11.445,18.0,0.03315,0.215,0.025,80.81222,5.51835,81.605,4.73,1.069317270538376,0.3837274367782811,784.0,794.0,7.0,4.0,227.0,229.0,0.055,0.045,0.039,0.033,0.046,0.042,0.031,0.028,0.55,0.455,0.39,0.325,0.46,0.42,0.31,0.28,0.047,0.039,0.0,0.0,0.015,0.014,0.008,0.007,0.018,0.017,0.009,0.008,0.15,0.14,0.08,0.07,0.18,0.17,0.09,0.08,0.06,0.08,0.11,0.125,0.02,0.025,0.04,0.045,0.047,0.039,0.0,0.0
135,20230727_0801nirc2,221.0,0.15176,0.24195,0.05996,0.147,0.049,107.29434,32.93567,99.54,16.81,41.0,0.02432,0.24,0.02,75.42707,3.76746,76.16,2.3,0.8464546267740809,1.0204673292362911,962.0,1000.0,10.0,5.0,239.0,240.0,0.043,0.051,0.031,0.038,0.05,0.059,0.037,0.043,0.43,0.515,0.31,0.385,0.5,0.59,0.37,0.43,0.043,0.034,0.0,0.0,0.012,0.012,0.005,0.005,0.013,0.014,0.006,0.006,0.12,0.12,0.05,0.055,0.13,0.145,0.06,0.055,0.105,0.08,0.21,0.11,0.03,0.03,0.145,0.01,0.043,0.034,0.0,0.0
136,20230727nirc2,50.0,0.14422,0.186,0.04068,0.145,0.034,104.4826,16.676,102.11,13.725,20.0,0.018,0.19,0.015,87.9785,4.84409,87.46,2.865,1.855408392408849,0.8101078896433,719.0,704.0,5.0,4.0,227.0,227.0,0.059,0.067,0.039,0.045,0.056,0.066,0.033,0.04,0.59,0.67,0.39,0.45,0.56,0.66,0.33,0.4,0.049,0.04,0.0,0.0,0.027,0.027,0.016,0.015,0.028,0.03,0.013,0.016,0.27,0.27,0.16,0.15,0.28,0.3,0.13,0.16,0.22,0.8,0.2,0.445,0.04,0.66,0.05,0.395,0.049,0.04,0.0,0.0
137,20230801nirc2,171.0,0.15396,0.2441,0.06435,0.147,0.053,108.11649,36.2993,99.17,18.07,39.0,0.02284,0.24,0.02,75.24128,3.74393,75.98,2.48,0.8048307625941434,1.0287099237063069,974.0,1000.0,8.0,5.0,239.0,240.0,0.042,0.053,0.032,0.04,0.046,0.058,0.035,0.042,0.42,0.53,0.32,0.4,0.46,0.585,0.35,0.425,0.043,0.035,0.0,0.0,0.01,0.01,0.005,0.006,0.011,0.013,0.006,0.006,0.1,0.1,0.05,0.06,0.11,0.13,0.06,0.065,0.085,0.05,0.14,0.06,0.035,0.01,0.065,0.02,0.043,0.035,0.0,0.0
